user_id,id,cap,content_score,friend_score,network_score,sentiment_score,english_score,universal_score
761172699402084352,761172699402084352,0.023811569,0.9,1.7,0.5,0.9,0.236883777,0.267344003
45174676,45174676,0.001865505,0.3,0.4,0.6,0.2,0.021561509,0.032398755
619520469.0,619520469.0,,,,,,,
2236346090,2236346090,0.00521331,1.1,1.9,0.7,0.5,0.116795374,0.111167191
168939739,168939739,0.00521331,1.3,0.5,3.6,1.3,0.156855103,0.111167191
768902143822528512,768902143822528512,0.011448498,1.7,1,1,1.3,0.079454653,0.182079031
2456587761,2456587761,0.004725362,1.6,0.6,1.7,1.5,0.041789835,0.103285735
1639715185,1639715185,0.00272963,1.7,1,1.7,2.5,0.06783457,0.060780114
61914451,61914451,0.003116818,2.4,0.9,3,2,0.092866954,0.070892573
3974986993,3974986993,0.22121616,3.3,2.3,0.6,3.5,0.590512927,0.654559646
931237644.0,931237644.0,,,,,,,
77397374,77397374,0.475301389,4.4,2.4,2.8,4.5,0.87946169,0.799058441
23438548,23438548,0.005778301,0.5,1.9,0.5,0.2,0.06783457,0.119569867
2837699769.0,2837699769.0,,,,,,,
28796846,28796846,0.075193114,3.3,2.9,4.3,4.1,0.650690103,0.454005729
524855882,524855882,0.002431366,0.2,0.6,0.6,0.3,0.023437101,0.052029366
4822750516,4822750516,0.00521331,1.2,0.6,1.1,0.9,0.079454653,0.111167191
52904093,52904093,0.003116818,1,0.5,0.9,1.6,0.062633878,0.070892573
1072786698.0,1072786698.0,,,,,,,
275197935,275197935,0.00272963,0.3,1,0.9,0.7,0.045343501,0.060780114
844236642,844236642,0.060559163,3.6,1.2,2.2,1,0.125889289,0.413569898
7.133579221394186e+17,7.133579221394186e+17,,,,,,,
220556120,220556120,0.014565852,0.5,0.9,0.7,0.5,0.092866954,0.207905573
3369341459,3369341459,0.003940624,0.3,0.5,1.1,0.4,0.079454653,0.088995156
29717101,29717101,0.067479061,1.4,3.3,1.6,1.3,0.341219355,0.433677434
40258004,40258004,0.002910297,0.5,0.8,0.9,0.6,0.079454653,0.065655562
1305192181,1305192181,0.104603479,2.8,2.5,3.5,1.9,0.322306022,0.515643331
2381312456,2381312456,0.001865505,0.8,0.3,0.5,1,0.079454653,0.032398755
516610672,516610672,0.012907437,1.9,1.2,1.2,1.5,0.156855103,0.194667737
2710247557,2710247557,0.199882599,3.4,2.3,2.3,1.1,0.286212062,0.63570684
7.061894008295137e+17,7.061894008295137e+17,,,,,,,
750087510,750087510,0.003940624,0.3,0.7,1.3,0.4,0.092866954,0.088995156
759067145007398912,759067145007398912,0.005778301,2,1.4,1,3.7,0.180767269,0.119569867
2239548626,2239548626,0.03867703,1.8,1,2,0.6,0.421517259,0.336555195
3238287192,3238287192,0.030450445,2.7,2.2,1.5,2.9,0.269102246,0.300816712
4244457140,4244457140,0.385458881,0.7,3,1.3,0.5,0.813871734,0.756452465
7.577907247126364e+17,7.577907247126364e+17,,,,,,,
7.952480931846554e+17,7.952480931846554e+17,,,,,,,
4830272717,4830272717,0.445860004,3.8,3.2,3.3,3.8,0.786626298,0.785507601
467755427,467755427,0.016452305,2.2,1.6,0.8,3.6,0.116795374,0.221795688
254782844.0,254782844.0,,,,,,,
219494355.0,219494355.0,,,,,,,
2927088107.0,2927088107.0,,,,,,,
4785474946,4785474946,0.007183846,1.2,1.4,0.8,0.4,0.168473166,0.13802619
712257987520372736,712257987520372736,0.043420869,0.3,2.6,1.2,0.4,0.221806472,0.355186217
29446831,29446831,0.004725362,2.3,0.6,1.2,1.5,0.156855103,0.103285735
4099846101,4099846101,0.296768766,4.1,3.7,3.8,3.9,0.940212305,0.708112627
2992660682,2992660682,0.002910297,0.3,0.7,0.5,0.2,0.053331281,0.065655562
177335956,177335956,0.002013937,0.5,1.2,0.8,0.4,0.057807183,0.037980136
2432382067,2432382067,0.083851147,4.2,2,1.9,3.3,0.650690103,0.474488541
30156533,30156533,0.002571044,3.4,0.7,1.2,2,0.092866954,0.056244912
3229661237.0,3229661237.0,,,,,,,
2540183334.0,2540183334.0,,,,,,,
3735801916.0,3735801916.0,,,,,,,
3087493799,3087493799,0.009037049,0.7,1.2,4.3,1.4,0.207427967,0.158817464
1549066418.0,1549066418.0,,,,,,,
2874657350.0,2874657350.0,,,,,,,
745973480303144960,745973480303144960,0.22121616,2.5,2,2.2,2.1,0.484864583,0.654559646
71311025,71311025,0.003353677,0.5,0.5,1.7,0.4,0.03265991,0.076513107
795833882453147651,795833882453147651,0.016452305,3,2.7,3.6,2.1,0.236883777,0.221795688
325280206,325280206,0.00521331,1,1.5,1.2,1,0.135582577,0.111167191
23221789,23221789,0.104603479,3.6,3.5,2.6,4,0.400861391,0.515643331
7.84984271102419e+17,7.84984271102419e+17,,,,,,,
1489373730,1489373730,0.009037049,0.8,1.4,1.1,1.7,0.207427967,0.158817464
156813480,156813480,0.002571044,1.4,0.6,0.9,0.3,0.038503445,0.056244912
383732067.0,383732067.0,,,,,,,
749745267314794496,749745267314794496,0.011448498,0.8,1,1.6,0.6,0.116795374,0.182079031
3107013420,3107013420,0.021041094,0.7,2.1,1.6,1.6,0.207427967,0.251523348
2316395155.0,2316395155.0,,,,,,,
785939091179368449,785939091179368449,0.03867703,3.7,1.8,4.1,3,0.236883777,0.336555195
448888005,448888005,0.002198441,0.2,0.2,0.4,0.2,0.025471598,0.044478832
431917957.0,431917957.0,,,,,,,
41366292.0,41366292.0,,,,,,,
218525859,218525859,0.002571044,0.4,0.8,1.4,0.8,0.092866954,0.056244912
728268268482355200,728268268482355200,0.006431293,0.4,1.6,0.3,0.4,0.236883777,0.128515834
2999088321.0,2999088321.0,,,,,,,
860665718,860665718,0.004725362,0.8,1,3,1.3,0.057807183,0.103285735
4764867800,4764867800,0.016452305,1.2,0.8,1,2.2,0.168473166,0.221795688
774641282899582976,774641282899582976,0.093608419,4,2.9,1.3,3.8,0.706420424,0.495057564
274679926,274679926,0.00430424,1.4,1.6,1,0.6,0.049183848,0.095902762
60896114.0,60896114.0,,,,,,,
7.855545637932319e+17,7.855545637932319e+17,,,,,,,
788628494246932480,788628494246932480,0.002910297,0.7,0.7,0.3,0.7,0.03265991,0.065655562
88042869,88042869,0.325413494,1.7,3.2,1.2,1,0.590512927,0.724840216
7.054338532890829e+17,7.054338532890829e+17,,,,,,,
4797242363.0,4797242363.0,,,,,,,
215808662,215808662,0.116935967,0.5,2.1,0.8,0.5,0.380551857,0.536176148
1604296495,1604296495,0.012907437,0.4,1.2,2.2,2.1,0.100309357,0.194667737
630128485,630128485,0.00430424,0.4,1,0.5,1.5,0.135582577,0.095902762
4525489966.0,4525489966.0,,,,,,,
1432738645,1432738645,0.004725362,2.9,0.6,2.8,2,0.073433262,0.103285735
2393575772,2393575772,0.003116818,1.2,0.8,1.3,1.1,0.085924,0.070892573
7.528411143364936e+17,7.528411143364936e+17,,,,,,,
319432175.0,319432175.0,,,,,,,
3071790234,3071790234,0.104603479,1.2,2.9,0.8,1.1,0.303957332,0.515643331
2196212185.0,2196212185.0,,,,,,,
2703114008,2703114008,0.010164988,0.6,1.2,3.1,0.7,0.116795374,0.170132427
4827715518.0,4827715518.0,,,,,,,
2961295431,2961295431,0.006431293,1.1,1.7,0.7,0.5,0.116795374,0.128515834
359770097.0,359770097.0,,,,,,,
922902360,922902360,0.00521331,2.9,1.9,1.3,2.2,0.341219355,0.111167191
786507714264440833,786507714264440833,0.012907437,0.8,1.2,0.8,0.5,0.442451481,0.194667737
2200235154,2200235154,0.011448498,0.3,1.6,0.4,0.3,0.108277007,0.182079031
712987134584569856,712987134584569856,0.00521331,0.8,0.7,2.6,0.9,0.108277007,0.111167191
3246358172,3246358172,0.010164988,0.8,1.2,3.3,0.5,0.135582577,0.170132427
2332607658.0,2332607658.0,,,,,,,
591524929,591524929,0.003940624,2.2,0.8,1.8,1.1,0.207427967,0.088995156
1296875341,1296875341,0.023811569,2.7,1.2,1.5,1.3,0.156855103,0.267344003
3669084197.0,3669084197.0,,,,,,,
727076624638812160,727076624638812160,0.008048111,1.6,0.6,2.4,1.5,0.092866954,0.148120708
1902400610,1902400610,0.016452305,1.5,2.2,0.8,1.5,0.207427967,0.221795688
3396826060,3396826060,0.003353677,1.7,0.6,1.4,1,0.057807183,0.076513107
513873998.0,513873998.0,,,,,,,
113542664.0,113542664.0,,,,,,,
2161362299,2161362299,0.011448498,0.5,1,0.6,0.6,0.156855103,0.182079031
2994149670,2994149670,0.03867703,4,3.5,2.8,3.2,0.286212062,0.336555195
7.344249850584515e+17,7.344249850584515e+17,,,,,,,
4855158280,4855158280,0.00430424,0.7,1.4,0.6,1.1,0.085924,0.095902762
7.791547057883341e+17,7.791547057883341e+17,,,,,,,
797219666,797219666,0.005778301,0.4,1.6,1.3,0.4,0.073433262,0.119569867
2927024509,2927024509,0.006431293,3.6,1,3.7,3.6,0.193749479,0.128515834
476811284,476811284,0.00430424,0.8,0.8,1.1,1.8,0.045343501,0.095902762
366676572.0,366676572.0,,,,,,,
800981876,800981876,0.030450445,1.4,1.5,1.5,2.1,0.322306022,0.300816712
632493614.0,632493614.0,,,,,,,
1558894586,1558894586,0.083851147,0.6,1.9,0.5,0.9,0.286212062,0.474488541
770785742834589696,770785742834589696,0.008048111,1.2,1.1,0.6,0.7,0.073433262,0.148120708
756251097354776576,756251097354776576,0.002571044,0.7,0.7,2.2,0.3,0.035465933,0.056244912
7.414291672547369e+17,7.414291672547369e+17,,,,,,,
24889796,24889796,0.00430424,1.7,1.2,2.5,0.4,0.041789835,0.095902762
20742570.0,20742570.0,,,,,,,
27309722,27309722,0.003940624,0.8,0.6,1.6,0.4,0.085924,0.088995156
716800970,716800970,0.010164988,1.8,1.2,3.3,1.3,0.303957332,0.170132427
723953379379027968,723953379379027968,0.008048111,1.4,1.1,1.5,0.3,0.073433262,0.148120708
2869581248,2869581248,0.005778301,0.6,0.8,1.6,0.3,0.049183848,0.119569867
46675144.0,46675144.0,,,,,,,
136013852,136013852,0.005778301,1.2,0.9,2.8,1.8,0.180767269,0.119569867
705444664506257409,705444664506257409,0.023811569,2.5,2.5,2.2,2.1,0.380551857,0.267344003
61329674,61329674,0.023811569,0.5,1.3,1.3,0.4,0.108277007,0.267344003
59709743,59709743,0.016452305,1.1,1.3,1.2,1.3,0.079454653,0.221795688
3268992600,3268992600,0.021041094,2.1,1.2,0.9,1.7,0.252653217,0.251523348
3440693962,3440693962,0.093608419,0.3,1.3,1.1,0.9,0.322306022,0.495057564
187716379.0,187716379.0,,,,,,,
26944788,26944788,0.002100996,0.6,0.6,0.9,0.8,0.045343501,0.04110674
3438546789.0,3438546789.0,,,,,,,
740281847033122817,740281847033122817,0.003116818,0.7,1.3,0.9,0.5,0.079454653,0.070892573
1695217200,1695217200,0.145776203,2.8,1.4,3.2,3.1,0.590512927,0.576808656
2480274133,2480274133,0.003116818,3.5,0.5,0.6,4.2,0.062633878,0.070892573
4182688875,4182688875,0.012907437,0.4,0.8,0.5,0.5,0.180767269,0.194667737
2329069178.0,2329069178.0,,,,,,,
2303776496,2303776496,0.007183846,1.4,0.6,1.1,3,0.092866954,0.13802619
2764402421,2764402421,0.325413494,3.6,2.8,2,3,0.688417762,0.724840216
714259803376254976,714259803376254976,0.005778301,2.4,1.8,0.7,1.7,0.156855103,0.119569867
26704766,26704766,0.008048111,0.7,0.8,1.1,0.6,0.116795374,0.148120708
2518956876,2518956876,0.00521331,0.7,1.7,0.3,1.4,0.06783457,0.111167191
2194945326,2194945326,0.002910297,0.3,0.7,1,0.6,0.038503445,0.065655562
2941351219.0,2941351219.0,,,,,,,
861243799,861243799,0.008048111,1.2,1.2,2.4,2.8,0.269102246,0.148120708
3448562773,3448562773,0.014565852,4.3,1.1,1.1,3.1,0.360651907,0.207905573
374835128,374835128,0.014565852,0.6,1.3,0.9,0.5,0.108277007,0.207905573
142088047.0,142088047.0,,,,,,,
787660822302498816,787660822302498816,0.021041094,1.4,1.2,0.8,0.6,0.380551857,0.251523348
3243616719,3243616719,0.003940624,0.4,1.2,1.9,0.8,0.073433262,0.088995156
136332449,136332449,0.007183846,2.4,0.8,0.6,0.9,0.125889289,0.13802619
2223453550.0,2223453550.0,,,,,,,
787742958351216640,787742958351216640,0.355154311,3.6,2.4,3.3,3.2,0.650690103,0.740959859
2240025300,2240025300,0.002100996,0.3,0.6,1.2,1.7,0.079454653,0.04110674
35248303.0,35248303.0,,,,,,,
39182645,39182645,0.002307921,0.6,0.7,1.4,0.3,0.053331281,0.048113666
3794023094,3794023094,0.011448498,1.2,1.9,3.3,1.5,0.193749479,0.182079031
180080295,180080295,0.004725362,0.7,1.1,1.9,0.9,0.073433262,0.103285735
180111748,180111748,0.034358494,1.1,1.6,1,0.6,0.145897657,0.318418856
501052337.0,501052337.0,,,,,,,
3345845260,3345845260,0.00521331,0.6,2.1,2.8,0.8,0.207427967,0.111167191
7.435575175532421e+17,7.435575175532421e+17,,,,,,,
2398051825,2398051825,0.014565852,1.4,1,1.5,1.5,0.193749479,0.207905573
7.628026875449631e+17,7.628026875449631e+17,,,,,,,
7.033171452000256e+17,7.033171452000256e+17,,,,,,,
4850713339,4850713339,0.385458881,4.3,3.2,4.1,3.9,0.888218495,0.756452465
113869410.0,113869410.0,,,,,,,
76413495,76413495,0.445860004,1.3,1.9,1,3,0.463592191,0.785507601
389597124,389597124,0.003940624,1.4,0.6,1.2,1.3,0.045343501,0.088995156
706357192220405760,706357192220405760,0.003626193,0.3,1.5,0.9,0.5,0.057807183,0.082539663
3951219735,3951219735,0.003353677,0.5,0.6,1.7,0.6,0.053331281,0.076513107
238850015,238850015,0.002571044,1.2,0.7,0.6,1.5,0.053331281,0.056244912
1258072117.0,1258072117.0,,,,,,,
3003941690.0,3003941690.0,,,,,,,
714949505720823808,714949505720823808,0.1803031,1,0.8,0.8,1.6,0.322306022,0.616428063
785851714960236545,785851714960236545,0.010164988,0.3,1.2,0.4,0.6,0.125889289,0.170132427
4729637907.0,4729637907.0,,,,,,,
2657709709,2657709709,0.002307921,0.4,0.6,1.1,0.7,0.092866954,0.048113666
19031443,19031443,0.03867703,1.6,2,2.8,2.1,0.156855103,0.336555195
19209385,19209385,0.002198441,0.7,0.6,1,0.3,0.035465933,0.044478832
921904849,921904849,0.002013937,0.5,0.4,1.7,0.8,0.021561509,0.037980136
60922675,60922675,0.004725362,1.9,1.7,1.7,1.5,0.180767269,0.103285735
4842408763,4842408763,0.012907437,0.3,1.4,1.9,0.5,0.156855103,0.194667737
746772082155995136,746772082155995136,0.021041094,1,2,2.1,0.6,0.125889289,0.251523348
43033837,43033837,0.060559163,1.7,1.7,2.2,0.6,0.269102246,0.413569898
716061583374426116,716061583374426116,0.006431293,0.4,0.8,0.5,0.3,0.041789835,0.128515834
200599429.0,200599429.0,,,,,,,
63972356,63972356,0.075193114,3.4,3.5,2.5,3,0.548702008,0.454005729
183068111.0,183068111.0,,,,,,,
479205276.0,479205276.0,,,,,,,
61878275,61878275,0.023811569,2.1,0.9,1.7,3.2,0.145897657,0.267344003
133294380.0,133294380.0,,,,,,,
961710552,961710552,0.003353677,0.2,1,0.6,0.2,0.049183848,0.076513107
2755320257,2755320257,0.00521331,1.6,0.7,0.8,1.3,0.125889289,0.111167191
311925651.0,311925651.0,,,,,,,
3951682217,3951682217,0.021041094,1.2,1.5,3.1,1.5,0.125889289,0.251523348
703662642682933248,703662642682933248,0.067479061,2.2,1.9,1.7,1.3,0.269102246,0.433677434
2352548334,2352548334,0.00430424,0.5,1.2,1.1,0.2,0.03265991,0.095902762
1914180367,1914180367,0.009037049,1.1,1,1.9,1.4,0.145897657,0.158817464
4235585306.0,4235585306.0,,,,,,,
7.850076483705283e+17,7.850076483705283e+17,,,,,,,
3066863551.0,3066863551.0,,,,,,,
206063108,206063108,0.010164988,0.7,0.9,1.3,0.7,0.100309357,0.170132427
705187763482726401,705187763482726401,0.012907437,0.6,0.9,1.6,0.6,0.079454653,0.194667737
1433757378,1433757378,0.003353677,0.7,0.6,1.7,1.1,0.057807183,0.076513107
59330404.0,59330404.0,,,,,,,
718319754.0,718319754.0,,,,,,,
7.497388328456069e+17,7.497388328456069e+17,,,,,,,
7.361244065530102e+17,7.361244065530102e+17,,,,,,,
404495037.0,404495037.0,,,,,,,
786192841416462336,786192841416462336,0.199882599,3.8,1.6,3.7,3.7,0.380551857,0.63570684
18512153,18512153,0.011448498,1.7,1.2,1.2,0.7,0.145897657,0.182079031
1933506578.0,1933506578.0,,,,,,,
765719354570702848,765719354570702848,0.145776203,3.2,2.8,3.4,4.2,0.590512927,0.576808656
7.056744424127939e+17,7.056744424127939e+17,,,,,,,
867467498,867467498,0.010164988,2.1,1.5,1.5,0.9,0.360651907,0.170132427
416490947.0,416490947.0,,,,,,,
1479375962,1479375962,0.03867703,1.9,0.8,2.8,1.1,0.269102246,0.336555195
787438313854476288,787438313854476288,0.003626193,0.6,0.8,1.1,1.1,0.156855103,0.082539663
634311232,634311232,0.002571044,0.8,0.6,1.5,1,0.062633878,0.056244912
604324744.0,604324744.0,,,,,,,
4745717725,4745717725,0.043420869,2.5,2.4,1.3,2.1,0.252653217,0.355186217
2392631088,2392631088,0.018599227,0.6,1.3,0.6,2.4,0.156855103,0.236336911
2615621107,2615621107,0.006431293,0.3,1.8,0.3,0.2,0.092866954,0.128515834
918295123.0,918295123.0,,,,,,,
540106220,540106220,0.00430424,0.9,0.9,1.9,0.7,0.135582577,0.095902762
532630773,532630773,0.415825951,4,3.4,3.4,3.1,0.800598225,0.771304479
376790381,376790381,0.05430461,1.9,1.9,1.3,2.7,0.303957332,0.39374646
24190527,24190527,0.1803031,4.3,3.2,4.1,3.4,0.771954233,0.616428063
633299317,633299317,0.1803031,2.8,3.4,4.2,2.6,0.442451481,0.616428063
894784177,894784177,0.001865505,2.4,1.5,2.1,3,0.062633878,0.032398755
7.576528624156262e+17,7.576528624156262e+17,,,,,,,
2717398585,2717398585,0.083851147,2.7,1.1,2.2,3,0.442451481,0.474488541
482788403,482788403,0.003940624,1.2,1.9,0.9,0.6,0.073433262,0.088995156
510553466,510553466,0.001865505,0.6,0.3,0.3,0.2,0.03265991,0.032398755
3161271378,3161271378,0.021041094,2.2,1.5,0.5,2,0.207427967,0.251523348
41300398,41300398,0.05430461,0.2,1.6,0.9,0.6,0.116795374,0.39374646
758892492104142848,758892492104142848,0.018599227,0.4,2.1,0.5,0.5,0.207427967,0.236336911
2251214227.0,2251214227.0,,,,,,,
3424489361,3424489361,0.22121616,2.1,2,0.7,1.7,0.669827127,0.654559646
175174041,175174041,0.002431366,1.4,0.6,1.2,0.9,0.062633878,0.052029366
27986571,27986571,0.002431366,1.9,0.9,1.7,1,0.100309357,0.052029366
414430624,414430624,0.026940289,0.7,1.9,1.9,0.6,0.236883777,0.283782475
4448444059,4448444059,0.026940289,0.8,1.9,2.2,0.4,0.168473166,0.283782475
2396940026,2396940026,0.00272963,0.3,0.3,0.6,0.9,0.03265991,0.060780114
2165722035,2165722035,0.002431366,0.3,0.8,0.6,0.3,0.035465933,0.052029366
709069031173525504,709069031173525504,0.269683227,4.1,3.2,2.3,1.8,0.740529101,0.690801916
435521563.0,435521563.0,,,,,,,
202514999,202514999,0.005778301,0.9,0.7,0.7,0.8,0.100309357,0.119569867
785124994120617984,785124994120617984,0.026940289,1.2,1.7,1.4,0.8,0.207427967,0.283782475
7.797882615941734e+17,7.797882615941734e+17,,,,,,,
43157410.0,43157410.0,,,,,,,
1559489454,1559489454,0.00430424,0.8,1,1.5,0.5,0.062633878,0.095902762
700872261117476864,700872261117476864,0.00521331,1.8,0.8,0.9,2.1,0.135582577,0.111167191
743954310770401285,743954310770401285,0.003626193,1.1,0.7,1.3,1.1,0.057807183,0.082539663
719575907166470148,719575907166470148,0.162307584,1.2,2,0.6,1.3,0.380551857,0.596776171
3061928269.0,3061928269.0,,,,,,,
47177127,47177127,0.44940801,4.5,4.1,4.2,4,0.954088821,0.787158888
4047777448.0,4047777448.0,,,,,,,
786997114421317632,786997114421317632,0.002431366,0.2,0.8,1.1,0.2,0.041789835,0.052029366
222547785,222547785,0.018599227,1.2,1.3,2.1,1.3,0.108277007,0.236336911
2920140973,2920140973,0.016452305,2,2.8,1.2,1.2,0.252653217,0.221795688
3736102154.0,3736102154.0,,,,,,,
3225760870,3225760870,0.012907437,0.5,0.9,0.5,0.7,0.108277007,0.194667737
759133878103658496,759133878103658496,0.075193114,4.4,0.6,2.8,4.8,0.303957332,0.454005729
872210570.0,872210570.0,,,,,,,
386697701,386697701,0.003353677,0.8,0.9,0.5,0.4,0.073433262,0.076513107
703030870358233089,703030870358233089,0.005778301,2.6,1.4,1.3,3.6,0.116795374,0.119569867
202367059,202367059,0.016452305,1.1,1.6,3,1,0.341219355,0.221795688
80973698,80973698,0.014565852,2.1,2.3,1.5,3.1,0.269102246,0.207905573
735687290,735687290,0.05430461,3.4,2.2,1.8,0.6,0.380551857,0.39374646
1379993899,1379993899,0.162307584,3.1,3.2,4.1,2.6,0.380551857,0.596776171
89880898,89880898,0.00430424,0.9,0.6,1.2,1.3,0.057807183,0.095902762
946600968,946600968,0.004725362,2.3,0.6,1.7,1.3,0.062633878,0.103285735
7.667192237458964e+17,7.667192237458964e+17,,,,,,,
527865538,527865538,0.007183846,0.6,0.9,0.8,1.5,0.045343501,0.13802619
756562220390178821,756562220390178821,0.012907437,1.7,0.6,1.1,1.3,0.180767269,0.194667737
72746721,72746721,0.006431293,4.2,1.7,3.9,3.4,0.341219355,0.128515834
7.307636920070021e+17,7.307636920070021e+17,,,,,,,
224684843.0,224684843.0,,,,,,,
377305070,377305070,0.002571044,0.3,0.5,1.7,0.6,0.038503445,0.056244912
3280271678,3280271678,0.016452305,1.2,1.6,3.7,2.3,0.252653217,0.221795688
427052965,427052965,0.03867703,0.8,1.6,1.4,2,0.193749479,0.336555195
835941276,835941276,0.007183846,0.9,0.8,0.9,0.7,0.168473166,0.13802619
1944110094.0,1944110094.0,,,,,,,
955841496,955841496,0.003940624,0.9,1.5,0.9,0.3,0.085924,0.088995156
2663882433,2663882433,0.007183846,0.4,1,0.8,0.5,0.125889289,0.13802619
35132551,35132551,0.003353677,1,0.8,1,0.5,0.041789835,0.076513107
117401797.0,117401797.0,,,,,,,
527042033,527042033,0.002100996,0.3,0.6,0.8,0.4,0.030068974,0.04110674
2163093254,2163093254,0.03867703,0.7,2.1,1.5,0.4,0.062633878,0.336555195
2983247831,2983247831,0.012907437,0.4,1.1,1.3,0.3,0.108277007,0.194667737
247203150.0,247203150.0,,,,,,,
2829857279.0,2829857279.0,,,,,,,
21983276,21983276,0.006431293,0.7,0.8,1.7,1.3,0.079454653,0.128515834
31602162.0,31602162.0,,,,,,,
3426514367,3426514367,0.003353677,2.2,0.7,1.2,1.3,0.079454653,0.076513107
3276212370,3276212370,0.067479061,3.3,2.6,2.7,3.8,0.569731783,0.433677434
224907219,224907219,0.093608419,1.2,2,3.3,1.8,0.180767269,0.495057564
7.10550537444266e+17,7.10550537444266e+17,,,,,,,
598925796,598925796,0.22121616,0.6,1.7,1.3,1.1,0.269102246,0.654559646
20702013.0,20702013.0,,,,,,,
2997507926.0,2997507926.0,,,,,,,
206335804.0,206335804.0,,,,,,,
295873026,295873026,0.009037049,2.7,2.1,0.5,2.6,0.269102246,0.158817464
35298962,35298962,0.021041094,0.8,1.2,1.3,0.6,0.156855103,0.251523348
506113201,506113201,0.00521331,1.1,0.9,1.2,0.7,0.062633878,0.111167191
7.710681534598595e+17,7.710681534598595e+17,,,,,,,
4261274314,4261274314,0.014565852,2.3,4.6,2.2,4.3,0.221806472,0.207905573
111331653,111331653,0.043420869,2.6,1.8,0.5,1.7,0.303957332,0.355186217
3733874901.0,3733874901.0,,,,,,,
790053017773076480,790053017773076480,0.093608419,4.5,1.8,2.3,3.9,0.740529101,0.495057564
28156710,28156710,0.130655984,1.8,2.1,2.2,0.9,0.631054837,0.556587037
22217443,22217443,0.014565852,0.3,1.5,2,0.2,0.145897657,0.207905573
2291548951,2291548951,0.023811569,3.6,1.2,0.9,2.6,0.341219355,0.267344003
481431094,481431094,0.023811569,0.6,1,1.6,1.1,0.341219355,0.267344003
885502069.0,885502069.0,,,,,,,
3098141915,3098141915,0.008048111,0.2,1.1,1.3,0.2,0.100309357,0.148120708
772809980462391296,772809980462391296,0.016452305,1.4,2,0.9,0.8,0.108277007,0.221795688
540859433,540859433,0.007183846,3.9,1,2.2,1.6,0.049183848,0.13802619
2341371806,2341371806,0.003626193,0.4,1.4,1.1,0.5,0.053331281,0.082539663
108593067.0,108593067.0,,,,,,,
574915137,574915137,0.130655984,2.9,2,2.2,2.1,0.442451481,0.556587037
824754061.0,824754061.0,,,,,,,
103775538,103775538,0.002910297,0.8,0.6,0.5,0.2,0.073433262,0.065655562
4519046181,4519046181,0.012907437,1.2,1.3,2.2,0.7,0.156855103,0.194667737
3320379743,3320379743,0.00521331,0.5,0.9,0.8,0.8,0.06783457,0.111167191
75346250,75346250,0.075193114,1.6,1.8,1,3,0.303957332,0.454005729
487769182,487769182,0.016452305,0.8,0.9,0.5,0.6,0.221806472,0.221795688
242499111,242499111,0.006431293,3,0.7,1.1,3.3,0.252653217,0.128515834
152245925,152245925,0.162307584,1.2,2.2,2,1,0.421517259,0.596776171
148253367,148253367,0.005778301,2.9,1.4,1.1,3.5,0.116795374,0.119569867
197838315,197838315,0.199882599,4.1,3.2,2.7,3.6,0.786626298,0.63570684
782153015478345728,782153015478345728,0.023811569,0.7,1.8,1.1,0.4,0.341219355,0.267344003
142565305,142565305,0.030450445,3.6,2.4,3.1,2.6,0.322306022,0.300816712
384005220,384005220,0.130655984,3.5,2.9,3.8,3.4,0.786626298,0.556587037
248878026,248878026,0.003353677,0.8,0.6,1.6,0.6,0.041789835,0.076513107
706891465302151168,706891465302151168,0.130655984,3.6,2.6,3.5,2.6,0.527496824,0.556587037
42632611,42632611,0.006431293,1,1.6,1.5,0.9,0.135582577,0.128515834
4705344695,4705344695,0.003116818,1,1,1.9,0.5,0.085924,0.070892573
416585874,416585874,0.1803031,4.5,2.4,1.5,2.8,0.236883777,0.616428063
2460840335.0,2460840335.0,,,,,,,
20417396,20417396,0.00521331,0.9,0.5,0.9,0.7,0.038503445,0.111167191
1566816938,1566816938,0.05430461,0.4,1.4,1.4,0.6,0.322306022,0.39374646
136764118,136764118,0.007183846,2.2,1.5,2,1,0.269102246,0.13802619
1391147497,1391147497,0.007183846,2.7,0.8,0.9,1.1,0.125889289,0.13802619
2545326607,2545326607,0.003353677,1.2,1,1.8,0.8,0.193749479,0.076513107
864927037,864927037,0.018599227,0.6,0.8,2.2,0.7,0.193749479,0.236336911
788989639654797312,788989639654797312,0.006431293,0.4,0.7,0.6,0.7,0.085924,0.128515834
2996391235.0,2996391235.0,,,,,,,
494999217.0,494999217.0,,,,,,,
735880227486715904,735880227486715904,0.067479061,0.8,0.9,1,0.8,0.145897657,0.433677434
329257923,329257923,0.355154311,2,1.9,1.7,1,0.590512927,0.740959859
7.099516504385044e+17,7.099516504385044e+17,,,,,,,
42751681.0,42751681.0,,,,,,,
2292743989,2292743989,0.034358494,3.3,1.2,1.5,4.6,0.463592191,0.318418856
2886059195,2886059195,0.244462545,2.2,3.3,1.6,4.2,0.286212062,0.672938752
140409016,140409016,0.043420869,4.3,1.1,1.8,3.5,0.303957332,0.355186217
747216284870402049,747216284870402049,0.636663704,4.3,2.3,4.4,4.7,0.940212305,0.866990193
433703539,433703539,0.130655984,4.5,2.3,3.5,4,0.631054837,0.556587037
7.29437182432297e+17,7.29437182432297e+17,,,,,,,
184897616.0,184897616.0,,,,,,,
4070135893,4070135893,0.002910297,1.1,0.7,0.6,1.5,0.062633878,0.065655562
